ردیف,تصویر,تاریخ,دسته‌بندی‌ها,متن پرامپت,نام فایل تصویر,عنوان تصویر
603,,26.07.2026 14:51:14,مد و فشن (ادیتوریال)، شب / نئون / سینمایی، پرتره / سلفی,"Ultra-realistic cinematic night portrait of a young woman standing alone on an empty wet road during heavy rainfall, soaked long black hair naturally sticking to her face and neck, realistic wet strands, pale skin with visible water droplets, natural skin texture with pores, soft glossy lips, light green eyes looking directly into the camera, melancholic emotional expression, holding a large bouquet of fresh pink oriental lilies tightly against her chest, translucent white long-sleeve mesh top completely soaked by rain with a white camisole underneath, dramatic lonely atmosphere, empty road stretching into the distance, reflective wet asphalt, glowing street lamps creating soft bokeh, dark cloudy night sky, realistic rain streaks illuminated by streetlights, subtle mist, cinematic low-key lighting mixed with realistic on-camera flash, authentic flash photography aesthetic, slightly desaturated colors, deep blacks, moody color grading, shallow depth of field, portrait orientation (4:5), upper body close-up, bouquet partially covering the chest and lower face, subject slightly left of center, face tilted slightly downward, shoulders turned slightly away from the camera, direct eye contact, centered focus on face, background fading into darkness, editorial fashion photography, RAW DSLR photo, 85mm lens, f/1.8, ISO 800, ultra photorealistic, hyper realistic, masterpiece, ultra detailed, 8K, emotional storytelling, natural imperfections, realistic wet fabric, realistic reflections, no smile.
Negative Prompt: low quality, blurry, cartoon, anime, CGI, 3D render, painting, illustration, beauty filter, airbrushed skin, plastic skin, overprocessed face, unrealistic eyes, extra fingers, missing fingers, bad hands, deformed anatomy, duplicated flowers, distorted bouquet, oversaturated colors, excessive makeup, unrealistic rain, fake lighting, watermark, logo, text, cropped face, jpeg artifacts, noise, low resolution, overexposed highlights, underexposed face, bad proportions, AI artifacts.",0603.jpg,زنی، با موهای مشکی، ایستاده، در خیابان شهر، در شب (سبک سینمایی و ادیتوریال)
604,,26.07.2026 18:10:02,مد و فشن (ادیتوریال)، معماری / فضای داخلی، پرتره / سلفی,"Ultra realistic luxury men's fashion editorial collage featuring the same handsome young man in six different cinematic lifestyle portraits, arranged in a clean magazine inspired grid with thin white borders separating each frame. Every panel features the same person, wearing the same outfit, photographed during warm golden hour inside a modern minimalist apartment.
The subject has naturally wavy medium length dark brown hair with soft volume and textured curls falling over the forehead, thick eyebrows, warm olive skin, a sharp defined jawline, high cheekbones, straight nose, subtle stubble, full lips, and a calm, mysterious expression. His appearance is effortlessly elegant and masculine.
He wears an oversized ivory white linen button up shirt with the top three buttons casually undone, exposing part of the collarbone and chest, sleeves loosely rolled to the forearms, paired with tailored black trousers. Accessories include a stainless steel luxury wristwatch, a thin silver bracelet, a minimalist necklace, and a subtle silver ring.
The lighting is entirely natural golden hour sunlight streaming through large windows fitted with Venetian blinds, creating dramatic horizontal shadow patterns across the face, shirt, walls, and furniture. The warm amber sunlight produces cinematic contrast, soft highlights, realistic skin glow, and rich atmospheric depth.
Panel 1: Close side profile portrait looking toward the window, strong jawline highlighted by warm sunlight, relaxed expression, dramatic blind shadows crossing the neck and cheek.
Panel 2: Medium portrait sitting beside a window, body turned slightly sideways while gazing outside thoughtfully, relaxed posture with one arm resting on the knee.
Panel 3: Tight emotional close up with both hands gently covering part of the mouth, luxury wristwatch prominently visible, eyes partially hidden by soft hair, cinematic shadow patterns across the face.
Panel 4: Casual mirror selfie holding a black smartphone in one hand while seated indoors, soft sunlight illuminating the shirt and face, relaxed fashion aesthetic.
Panel 5: Wide lifestyle portrait sitting comfortably in a vintage wooden chair, legs crossed naturally, one hand touching the face while surrounded by warm evening light, minimalist interior visible.
Panel 6: Close portrait from behind and slightly to the side, hand resting on the back of the neck while looking away toward the sunlight, emphasizing profile, neck, and soft hair texture.
The environment features warm beige walls, wooden furniture, linen curtains, indoor plants, subtle decor, and a calm minimalist apartment with Scandinavian and Japanese inspired interior design. Soft shadows, realistic room depth, and clean architectural lines create an intimate atmosphere.
Photography style: luxury fashion editorial, GQ magazine, Vogue Homme, Zara campaign, COS campaign, premium lifestyle photography, cinematic storytelling, minimalist composition, moody golden hour aesthetic, natural window light only, photorealistic skin texture, ultra detailed hair strands, realistic linen fabric wrinkles, HDR, razor sharp focus, shallow depth of field, 85mm lens, f/1.8, ISO 100, 8K UHD, color graded with warm amber tones, award winning editorial photography, clean magazine layout, ultra premium aesthetic, --ar 4:5",0604.jpg,مردی، با موهای قهوه‌ای تیره، نشسته، در ساعت طلایی غروب (سبک سینمایی و ادیتوریال)
605,,26.07.2026 18:18:12,منظره / طبیعت، پرتره / سلفی,"Ultra-realistic candid editorial photograph with a natural Canon G7X RAW aesthetic and subtle cinematic film grain. Vertical 9:16.
A woman is captured in a fleeting, unposed moment while walking through a summer meadow at dusk. Seen mostly from behind, she suddenly glances back over her shoulder toward the camera, creating natural motion blur across her face, hair, and shoulders from the quick movement. Her expression feels warm, carefree, and genuine, as though the photograph was taken by chance. A massive bouquet of freshly picked white wild daisies is held close to her chest, partially covering the lower half of her face and upper body.
She has exceptionally long, thick, naturally curly hair flowing well below her waist, with glossy, defined ringlets moving gently in the summer breeze. Individual curls remain visible despite the motion, adding depth and realism.
She wears relaxed light-wash low-rise wide-leg jeans with subtle distressed details and a white lightweight knitted cropped sleeveless top featuring a high neckline, wide shoulder straps, and a fully covered back. The top has a soft premium knit texture, offering an elegant, modest summer look while remaining stylish and contemporary.
The bouquet is oversized and luxurious, composed entirely of fresh white wild daisies with lush green stems, creating a premium countryside summer aesthetic.
Her skin has a naturally sun-kissed glow with realistic pores, subtle peachy blush, fine facial details, fluffy brows, long mascara-coated lashes, and minimal natural makeup. Short square-shaped nails are painted in a sheer milky nude.
The scene is illuminated by deep blue-hour ambient light combined with a bright direct on-camera flash, producing bold cinematic contrast, realistic shadows, crisp textures, and an authentic point-and-shoot luxury editorial feel. Canon G7X RAW quality, natural colors, subtle film grain, highly photorealistic skin texture, no artificial smoothing, no plastic or AI-generated appearance.",0605.jpg,زنی، با موهای فرفری، در حال قدم‌زدن (سبک سینمایی و ادیتوریال)
606,,26.07.2026 18:44:17,پرتره / سلفی,"Subject:
A vertical 2:3 aspect ratio Japanese street portrait titled ""Untangling Shadows"". A young woman stands slightly to the right of the center in a narrow, vintage Japanese alleyway lined with old wooden shopfronts. Framing is a medium-three-quarter shot (from the top of her head to around mid-thigh), with the subject occupying roughly 55% of the frame. The scene heavily features the dark wall in the background and a strong diagonal beam of sunlight pouring in from the top-right.
Model & Expression:
A young woman with bright ivory-beige skin featuring a natural complexion and delicate skin texture. Subtle rose blush, champagne-beige and pink-brown eye makeup, thin long eyelashes, natural lower-eyelid highlights (aegyosal), soft light eyebrows, and sheer pink-beige lips. Her expression is quiet, calm, and slightly contemplative; her face is turned slightly towards the left, with her gaze directed into the background to the far left. A subtle, tiny catchlight in her pupils.
Outfit & Pose:
She wears a light white sleeveless cotton blouse featuring delicate pintucks and subtle lace detailing, revealing her shoulders and collarbones in a refreshing summer aesthetic. She pairs it with a light blue high-waisted flared skirt decorated with small floral patterns. Her right hand is raised near her temple, delicately adjusting her hair with her fingertips. Her right elbow is bent outward, and her left arm rests naturally at her side. Her weight is slightly shifted to one leg, with relaxed shoulders.
Background & Lighting:
An old Showa-era Japanese wooden shopping street. Faded wooden planks, peeled paper signs, vintage store signboards, and blurred, illegible Japanese-style posters adorn the background. Deep shadows cover the foreground and the left side of the frame. Sharp, warm-toned sunlight strikes her face, shoulder, chest, and right arm from the top-right, creating a strong diagonal triangular shadow across her back and the bottom-left area. Soft brown reflected light warms her skin from the wooden walls.
Composition & Camera:
Eye-level shot taken slightly lower than chest height, using a 50mm lens equivalent at a distance of approximately 2.5 meters. The subject is positioned slightly right of center, leaving generous dark space at the top and left. A strong diagonal contrast separates the bright wall on the top-right from the deep shadows on the left. Crisp focus on her face and right hand, with a soft background blur that still retains the texture of the wood and paper.
Texture & Aesthetic:
Realistic Japanese fashion portrait film style. Natural skin texture, individual hair strands visible, milk tea ash brown hair with subtle fine highlights, thin see-through bangs, face-framing layers, shoulder-length hair curving gently inwards with soft flyaways catching the light. Low-saturation color palette focused on warm browns, ivory, and soft blue, finished with fine film grain and deep blacks.",0606.jpg,زنی، با موهای قهوه‌ای، در یک ژست خاص، در خیابان شهر (سبک وینتیج)
607,,26.07.2026 18:59:58,محصول / لایف‌استایل، پرتره / سلفی,"PROMPT SETTINGS
Sunglasses Color: Black
Phone Color: Black
Car Interior Color: Beige
Lighting: Golden Hour
Mood: Casual Instagram Selfie
MAIN PROMPT
Upload one reference image before generating.
Create an ultra-realistic vanity mirror selfie inside a car using the uploaded image as the only identity reference.
FORMAT LOCK
Vertical 4:5 composition. Authentic smartphone selfie aesthetic. Natural social-media photograph. Realistic iPhone-camera quality.
IDENTITY LOCK
Preserve the exact facial structure, facial proportions, smile style, skin tone, hairstyle, hair texture, hair length, eyebrows, eyes, nose, lips, jawline, and overall identity. Do not beautify, redesign, or modify facial features. The final result must look like the exact same person photographed naturally.
COMPOSITION — CRITICAL
The selfie is captured through a car sun-visor vanity mirror.
The mirror occupies only the central portion of the frame.
The {{Car Interior Color}} car interior naturally fills the upper and lower areas of the image.
Framing should feel spontaneous, slightly imperfect, casual, and naturally captured rather than professionally staged.
SELFIE DETAILS
Subject holding a {{Phone Color}} smartphone very close to the mirror.
Phone partially covers the face naturally.
{{Sunglasses Color}} rectangular sunglasses partially cover one eye.
Subtle closed-mouth smile.
Relaxed and confident expression.
Tiny earrings visible.
Glossy nude nails visible.
Loose hair strands around the sunglasses.
Natural skin texture and pores preserved.
LIGHTING
{{Lighting}} sunlight entering softly through the car windows.
Warm highlights across skin, hair, sunglasses, and phone edges.
Gentle realistic shadows.
Natural light falloff.
Authentic smartphone-camera exposure.
COLOR GRADING
Muted warm tones.
Creamy color palette.
Softly desaturated colors.
Lifted blacks.
Natural skin tones.
Premium lifestyle-photography aesthetic.
CAMERA QUALITY
Modern iPhone-camera realism.
Slight natural softness.
Realistic reflections in the mirror.
Subtle sensor noise.
Authentic smartphone dynamic range.
Natural focus falloff.
No artificial sharpening.
MOOD
{{Mood}}
Effortless aesthetic.
Cozy.
Premium.
Candid.
Instagram-worthy.
Believable real-life snapshot.
OUTPUT STYLE
Ultra-realistic iPhone selfie, vanity-mirror photography, golden-hour car portrait, authentic social-media image, realistic smartphone photography, premium lifestyle aesthetic, highly detailed natural rendering.
NEGATIVE PROMPT
Avoid beauty filters, excessive retouching, HDR effects, cinematic grading, studio lighting, AI-generated appearance, unrealistic skin, exaggerated makeup, perfect symmetry, fashion-editorial styling, over-sharpening, distorted reflections, text, watermarks, or altered identity.
Make the aspect ratio 3:4",0607.jpg,فردی، در حال گرفتن سلفی، در استودیو عکاسی، در ساعت طلایی غروب (سبک سینمایی و ادیتوریال)
608,,27.07.2026 00:01:39,مد و فشن (ادیتوریال)، پرتره / سلفی,"A high-resolution, close-up editorial-style portrait of a young woman standing against a textured gray concrete wall, captured with direct on-camera flash that creates a raw, moody, high-contrast aesthetic. She is positioned slightly angled to the side with her head tilted back and chin lifted, giving an effortlessly cool, candid expression. Her face has a fair, smooth complexion with a natural sheen from the flash, soft rosy blush across the cheeks, minimal eye makeup, lightly defined brows, and glossy natural pink lips that are slightly parted, conveying a relaxed yet confident mood. Wispy strands of her dark brown hair fall loosely across her face, partially covering one eye, while the rest of her hair is pulled back into a low, casual style, enhancing the spontaneous, fashion-editorial feel. Her eyes look slightly upward and past the camera, adding to the detached, artistic vibe. She is wearing a loose-fitting white oversized T-shirt with bold red typography reading “CALIFORNIA” across the chest, along with smaller black text underneath, giving a casual streetwear aesthetic. Small, subtle stud earrings are visible, adding minimal detail without distracting from the overall look. The lighting is harsh and frontal, producing sharp shadows behind her on the wall and emphasizing skin texture, hair strands, and fabric folds, while the background remains simple and uncluttered. The color palette is muted and neutral—gray wall, white shirt, and red lettering—allowing the subject’s face and expression to remain the focal point. The overall atmosphere feels intimate, modern, slightly gritty, and effortlessly stylish, like a candid fashion snapshot captured at night with flash photography. Use this uploaded photo as the only and exact face reference. The generated image must use this same face exactly as shown, without any changes to identity, facial structure, or expression.",0608.jpg,زنی، با تی‌شرت سفید و موهای قهوه‌ای تیره، ایستاده، در شب (سبک ادیتوریال و استریت‌ور)
609,,27.07.2026 00:06:01,پرتره / سلفی,"Create an aesthetic portrait of a young woman in the style of Y2K candid digital camera photography, a cozy, aesthetic room setting similar to Tumblr or Pinterest photos, taken with an old digital camera with a flash to create the signature effect of 2000s digital camera photos.
The face must be 100% identical to the original reference face. Do not alter the facial shape, eyes, nose, lips, or facial features.
Pose:
She sits on the bed, holding a small silver-black camera forward slightly close to her face, as if preparing to take a photo. Her gaze is soft and slightly playful, her head slightly tilted and her shoulders relaxed. She smiles softly at the camera.
Makeup:
Soft, natural glam makeup with glowing, glass-like skin: flawless foundation, soft pink blush on the cheeks, subtle highlighter on the nose and cheekbones, thin, elongated black eyeliner, long, curly eyelashes, soft shimmering brown eyeshadow, neat, natural eyebrows, and a glossy, rosy pink lip that looks juicy and healthy.
Hair:
Black hair parted in a messy, fluffy style.
Outfit:
A black tank top with thin straps, paired with an oversized cream hoodie that zips up to her chest and opens at one shoulder to reveal her black tank top.
A pair of thick, casual cream pants (not jogger pants) with no elastic at the bottom.
Accessories:
Transparent, cat-eye style glasses with black handles.
A small gold necklace with a minimalist pendant.
Background:
Aesthetic bedroom with a white bed sheet, no backrest, and white pillows and bolsters near the wall.
The white walls are covered with movie posters and vintage aesthetic posters from the 80s.
Lighting:
Direct camera flash, like a digital camera photo, provides bright highlights on the face and soft shadows behind.
Camera Imperfections:
Moderate film grain, slight digital noise, slight chromatic aberration, fine vignette, reddish light leak in the corners of the frame, and slightly soft focus, typical of older digital cameras.",0609.jpg,یک گربه، با موهای مشکی، در یک ژست خاص، در اتاق خواب (سبک وینتیج و مینیمال)
610,,27.07.2026 00:11:02,پرتره / سلفی,"Ultra-realistic extreme close-up smartphone selfie portrait of a young woman, capturing a natural intimate beauty moment. The camera is very close to her face, slightly tilted, creating a casual mirror/selfie perspective.
Her face fills almost the entire frame. She has soft fair skin with realistic skin texture, visible pores, subtle natural imperfections, gentle pink undertones, glossy hydrated lips slightly parted, and a small natural beauty mark near the lower lip. Her expression is calm, relaxed, and slightly confident.
She has thick natural eyebrows with individual hair strands, long curled eyelashes, soft minimal makeup, subtle eyeliner, and realistic eye reflections. Her nose, lips, and facial features should look completely natural and unedited.
Her hair is mostly out of frame, but a few soft strands are visible near the forehead. She is wearing long nude-colored manicured nails, with one finger gently touching the side of her lips in a casual pose.
Lighting: soft warm indoor daylight, diffused light coming from a window, gentle shadows on the face, realistic highlights on skin and lips.
Camera style: taken with a modern smartphone front camera, close focus, slight lens distortion due to proximity, imperfect framing, authentic Instagram story selfie feeling.
Image quality: realistic mobile photography, natural colors, soft depth of field, slight dreamy blur effect, subtle film grain, no artificial beauty filter, no plastic skin, no AI look.",0610.jpg,زنی، در یک ژست خاص (سبک مینیمال و فوق واقع‌گرایانه)
611,,27.07.2026 00:18:02,زوج / عاشقانه، محصول / لایف‌استایل، پرتره / سلفی,"Reference image: conceptual variant.
A candid, slightly chaotic flash photograph of a couple inside a car at night, capturing a spontaneous intimate moment. Pose: both subjects are seated close together inside the car interior.
The man leans forward slightly, bringing the woman's hand toward his lips as if kissing it. The woman turns her upper body toward the camera while her head is slightly tilted downward and forward, partially hiding behind her shoulder.
Her eyes look directly into the lens, creating a playful, intimate tension. Their bodies are close, almost overlapping.
Hairstyle: hair is loose and natural with soft volume, slightly tousled, falling freely around the face and shoulders with subtle movement.
Clothing: the woman wears an oversized t-shirt with dropped shoulders, loose sleeves, and soft fabric folds. The man wears a relaxed oversized t-shirt and a structured baseball cap. Both outfits are casual, street-style inspired.
Camera: shot on a wide smartphone lens (approx. 24–28mm equivalent), handheld, slightly tilted framing. Close proximity to subjects creates distortion and intimacy.
Lighting: harsh direct flash from the camera creates blown highlights on skin and fabric, strong shadows behind subjects, and a slightly overexposed look.
Background remains darker, with visible car interior elements like ceiling console and seats.
Environment: inside a car at night, visible roof panel, rearview area, and dark windows. Ambient outside light is minimal, focus remains on flash-lit subjects.
Style: Y2K-inspired candid photography, raw, unpolished, slightly chaotic, with strong flash aesthetic and emotional spontaneity.
Волосы у девушки длинные по плечи фото 9:16",0611.jpg,زوجی، در حال بوسیدن، در خیابان شهر، در شب (سبک مینیمال)
612,,27.07.2026 00:30:20,مد و فشن (ادیتوریال)، پرتره / سلفی,"Prompt:- Create an Ultra-realistic editorial fashion portrait, dramatic monochrome cinematic style.
Young male model with medium-length dark textured hair, slightly tousled, sharp jawline, defined cheekbones, subtle stubble. Expression calm yet intense, restrained confidence. Keep face 100% same as in uploaded image.
He is standing upright but leaning slightly back against a smooth dark wall, shoulders relaxed. Both arms lowered naturally — one hand loosely tucked into black tailored trouser pocket, the other resting along his thigh. Head slightly tilted downward while eyes look up toward camera with controlled intensity.
Wardrobe: black tailored high-waisted trousers with slim belt, open white button-down shirt (partially unbuttoned), subtle glimpse of bare chest. Shirt slightly wrinkled for realism, fabric soft and natural, matte texture. Clean minimal styling, no accessories.
Composition: vertical 4:5 aspect ratio. Medium close-up framing (upper thigh to head crop). Subject centered but light beam slightly off-center for dynamic balance. Negative space surrounding figure. Editorial magazine cover aesthetic.
Camera: eye-level perspective, 85mm lens look, shallow depth of field, handheld with subtle vertical micro-shake and organic motion blur. Slightly imperfect framing for natural authenticity.
Lighting: dramatic high-contrast black and white scene. Entire image monochrome except for one strong, narrow vertical orange light beam slicing from top to bottom, slightly off-center, cutting across his face and torso. Hard rim lighting on shoulders. Deep shadows. Cinematic chiaroscuro effect. Soft grain, subtle film dust particles for texture.
Mood & Atmosphere: moody, sensual, mysterious, fashion campaign energy. Luxury editorial vibe. Minimalist background. Studio environment. High dynamic range, sharp facial details, cinematic skin tones, realistic shadow falloff.
Post-processing: ultra-high resolution, 8K clarity, crisp focus on eyes, subtle skin texture, realistic contrast curve, soft film grain, slight vignette, premium fashion photography grading.",0612.jpg,مردی، با پیراهن سفید، ایستاده، در استودیو عکاسی (سبک سینمایی و ادیتوریال)
613,,27.07.2026 00:41:01,مد و فشن (ادیتوریال)، پرتره / سلفی,"Premium minimalist fashion campaign.
Main Subject: Young male model wearing an oversized warm clay overshirt.
Pose: Looking slightly past the camera with chin gently lowered.
Camera: Eye-level portrait using a 50mm lens.
Background: Clay monochrome studio.
Luxury editorial lighting.",0613.jpg,مردی، در یک ژست خاص، در استودیو عکاسی (سبک ادیتوریال و سیاه‌وسفید)
614,,27.07.2026 00:48:01,دریا / ساحل، محصول / لایف‌استایل، پرتره / سلفی,"A cool, retro-inspired portrait of a woman leaning against the wing of a vintage propeller plane on an airfield. She is dressed in a classic aviator style: a brown leather bomber jacket, a silk scarf, and vintage-style sunglasses. Her hair is styled in soft, 1940s-inspired waves. She looks off into the distance with a confident and adventurous expression. The lighting is the bright, clear sun of mid-day, creating sharp lines and a sense of timeless cool.",0614.jpg,زنی، تکیه‌داده (سبک وینتیج)
615,,27.07.2026 00:55:19,معماری / فضای داخلی، پرتره / سلفی,"Cinematic fashion portrait, highly realistic, set at the Acropolis of Athens. A stylish young adult woman, positioned slightly to the right, in a wide shot framing her from mid-thigh to the top of her head.
Pose & Expression:
A relaxed three-quarter pose. Her torso is softly tilted to the left, while her face is turned slightly towards the right of the frame and tilted upwards. Eyes are almost closed, conveying a serene, sun-drenched, and contemplative mood. Her lips are slightly open, showing a calm and confident expression.
Subject Details:
A short, voluminous, textured deep brown wavy bob, loose and airy with natural, wind-swept strands around her forehead and cheeks. A warm, soft, glowing complexion. Low-key, elegant makeup: natural skin texture, soft eyebrow shape, subtle dusty rose lip color, refined eyeliner, and soft, warm-toned shadow around the eyes. Jewelry includes small sculptural gold drop earrings, an ultra-fine gold chain necklace with a tiny pendant, and a second delicate chain hanging just above it.
Attire:
An airy, ivory-white linen button-down shirt—soft, slightly crumpled texture, loose and breathable, with sleeves casually rolled below the elbows. Top buttons are open to create a relaxed V-neck. The shirt hem is tied in a soft knot at the right hip, with fabric naturally gathered and draping. High-waisted, wide-leg cream trousers with fine front pleats, a structured waistband with belt loops, and a matching tonal belt with an understated metal buckle. One hand is casually placed in the trouser pocket, the other arm hangs naturally at her side. The entire outfit maintains an elegant monochromatic palette of warm white, ivory, oat, and pale beige.
Setting:
The Parthenon dominates most of the background on the left and center—weathered light-colored stone columns, entablature, and a portion of the ruined pediment, slightly out of focus but clearly recognizable. Bleached marble blocks, uneven archaeological ground, broken columns, and scattered ruins stretch into the background. One or two tiny, blurred visitors in the far distance serve only as a sense of scale.
Lighting & Atmosphere:
Bright, natural Mediterranean sunlight, late morning or early afternoon, with the sun coming from the top-left/front-left. Glowing highlights on cheekbones, nose bridge, strands of hair, shirt folds, and shoulders. Soft, warm shadows in the jawline and fabric folds. A slightly hazy, pale blue-grey sky, a dry, sun-baked atmosphere. The stone background is understated in chalky white, light sand, weathered beige, and cool grey tones. The skin and gold jewelry provide restrained warmth.
Camera & Color Grading:
Shot on a full-frame 85mm portrait lens. Wide aperture (f/2–f/2.8) creating shallow depth of field, smooth creamy bokeh, and soft background compression. Facial details, hair strands, jewelry, and upper clothing texture are in sharp focus. Authentic skin pores, individual hair strands, natural linen fibers, realistic clothing folds, accurate hand details, and authentic ancient stone textures. Soft film-like color grading: warm highlights, slightly cool neutral shadows, low to medium saturation, slight fine grain, restrained contrast, with a transparent high-key quality. Elegant, quiet, sensual without being provocative. Visually balanced composition with the sky and architecture extending to the left, while the figure anchors the right-center position. Widescreen 16:9 aspect ratio.
Negative Constraints:
No strong artificial lighting, no heavy retouching, no plastic-looking skin, no oversaturated orange tones, no modern signage, no crowds, no distracting accessories, no text, no watermarks, no distorted columns, no deformed hands, no repeated limbs, no excessively blurred subject.",0615.jpg,زنی، در یک ژست خاص، روی یک پل (سبک سینمایی)
616,,27.07.2026 01:02:01,منظره / طبیعت، محصول / لایف‌استایل، پرتره / سلفی,"Ultra-realistic cinematic photo, professional DSLR quality, 8K detail, portrait orientation.
A fashionable young man (use reference image, identity preserved exactly) stands casually on a modern glass skywalk overlooking lush green mountains wrapped in soft mist. He leans confidently against a transparent glass railing with one hand resting naturally, legs crossed at the ankles in a relaxed pose.
He wears a blue-and-white varsity jacket with detailed embroidered patches and text, a clean white t-shirt underneath, light-wash relaxed-fit jeans, and grey-and-white sneakers. Stylish sunglasses add a modern travel-lifestyle vibe. The background features fog-covered hills, dense greenery, and a winding mountain road far below, partially visible through drifting mist. Soft natural daylight, cool tones, subtle atmospheric haze, realistic shadows, depth of field, and a premium travel editorial aesthetic",0616.jpg,مردی، با ژاکت سفید، در یک ژست خاص، در دل کوهستان (سبک سینمایی و ادیتوریال)
617,,27.07.2026 01:13:02,مد و فشن (ادیتوریال)، پرتره / سلفی,"Создай крупный портрет, не меняя черты лица.
Меланхоличная luxury fashion-съёмка, которая выглядит как настоящий случайный кадр на смартфон, без ощущения постановочной фотосессии.
Девушка находится посреди огромного поля с высокой дикой травой в густом утреннем тумане. Крупный план по грудь и лицо, но кадр имеет глубокую перспективу: передний план заполнен размытыми стеблями травы, которые частично перекрывают нижнюю часть кадра, затем появляется фигура девушки, а на заднем плане поле постепенно растворяется в плотном тумане. Многослойная композиция с ощущением пространства и глубины. Девушка с длинными густыми темными волосами, с безупречным макияжем, кожа загорелая, губы в оттенке пыльная Роза.
Девушка стоит слегка боком к камере, корпус развёрнут на три четверти, одно плечо ближе к объективу, на смотрит в камеру , обнимая себя рукам , Поза естественная, расслабленная, без модельного напряжения.
На ней свободная белая оверсайз рубашка из тонкой ткани. Сильный порыв ветра создаёт реалистичное движение волос, ткани и травы",0617.jpg,زنی، ایستاده (سبک لوکس)
618,,27.07.2026 01:20:21,پرتره / سلفی,"Не меняя внешности женщины с фото. Фотореалистичное изображение, высокая детализация текстур, высокое качество, разрешение 8K.
Реалистичная фотография высокого качества. Крупный план гламурной женщины, перспектива селфи под высоким углом. В кадре нет телефона. Поза сохранена: голова слегка откинута назад и вправо, взгляд направлен вниз. Настроение — уверенное, роскошное и загадочное.
У нее объемные прямые волосы, спадающие по телу; часть волос падает на левую сторону лица, а также на левое плечо и грудь.
Глаза: выразительные, с острыми черными стрелками (winged eyeliner) и длинными нарощенными черными ресницами.
Губы: полные, с четким контуром, немного более темные в центре, покрытые глянцевым блеском с эффектом влажных губ (glossy, overlined lips).
На ней одежда: коричнево-черный топ с леопардовым принтом и воротником-бретелькой / завязанным платком, открывающий часть груди и плеч — одежду не менять.
Ногти: длинные, острые, пыльно-белого цвета.
Фон остается неизменным: справа темно-красная кирпичная стена, слева и сверху — более темная размытая область.
Освещение мягкое, но направленное, подчеркивает черты лица и создает легкие тени.
Стиль: современная модная фотография, editorial beauty, высокая детализация.
Качество изображения: как на iPhone 15 — легкая цифровая зернистость, мягкая резкость, эффект «живого» снимка.
Фото в стиле селфи, соотношение сторон 3:4.",0618.jpg,زنی، در حال گرفتن سلفی (سبک ادیتوریال)
619,,27.07.2026 01:58:02,مد و فشن (ادیتوریال)، پرتره / سلفی,"Ultra realistic close-up portrait of a beautiful woman lying on a white pillow, head tilted sideways, direct eye contact with camera, striking light green eyes, long dark brown hair with loose face-framing strands falling across her face, thick defined eyebrows, long voluminous eyelashes, soft nude glossy lips, flawless dewy skin, natural glam makeup, subtle contouring, warm beige tones.
Wearing an oversized cream knitted turtleneck sweater, chunky gold chain necklace, abstract sculptural gold earrings. Cozy luxury aesthetic, intimate bedroom setting, white bedding, dark curtains in background.
Golden hour sunlight streaming through a window, dramatic light and shadow patterns across sweater and pillow, soft warm highlights on skin, cinematic lighting, shallow depth of field, highly detailed eyes, skin texture visible, editorial beauty photography, luxury fashion campaign, photorealistic, DSLR, 85mm lens, f/1.8, ultra sharp focus on eyes, soft bokeh, natural color grading, high-end Vogue style, 8k, masterpiece.
--ar 9:16 --stylize 150",0619.jpg,زنی، با موهای قهوه‌ای تیره، در اتاق خواب، در ساعت طلایی غروب (سبک سینمایی و ادیتوریال)
620,,27.07.2026 02:40:51,پرتره / سلفی,"مرجع چهره آپلود شده بدون هیچ تغییری باشه وجزییات مو و صورت حفظ شه
A highly detailed, dramatic, cinematic close-up portrait of a young woman with a strong, intense gaze.
​Subject Details:
​Facial Expression: A captivating, serious, and slightly sultry expression. The gaze is direct and piercing.
​Lips: Full lips with a deep, matte, reddish-brown/bordeaux lipstick color, slightly parted.
​Hair: Dark, wind-blown hair, creating a sense of movement. Strands are intentionally covering part of her face, especially one eye and across the nose/mouth area, adding mystery and a dynamic texture.
​Skin Texture: Flawless, luminous, and smooth skin, with clear, defined highlights and shadows, emphasizing the bone structure (especially the cheekbones).
​Lighting & Mood:
​Lighting Style: Chiaroscuro and Split Lighting (or Paramount/Butterfly lighting with a deep falloff). A single, strong, softbox/beauty dish light source is positioned to the side and slightly above, creating deep, dramatic, and well-defined shadows (shadows on the opposite side are almost pure black).
​Background: Solid, deep, dark, and featureless black (or very dark charcoal gray) to allow the subject to stand out completely. Low-key style.
​Color Palette: Warm, earthy, and rich tones. Dominant colors are deep browns, warm golden/amber skin tones, and deep red/bordeaux lips against a pitch-black background.
​Technical & Artistic Style:
​Camera: Shot on a high-end Canon EOS R5 or Sony a7R V with a 85mm f/1.4 or 135mm f/1.8 lens.
​Aperture: Extremely shallow depth of field (low f-stop, e.g., f/1.8), ensuring the eyes and lips are razor-sharp while the background is completely blurred (bokeh is non-existent due to the black background).
​Style: Editorial portraiture, Fashion photography, Fine Art Photography, Studio photography.
​Quality: Ultra-realistic, 8k resolution, photorealistic, high contrast, professional retouching.",0620.jpg,زنی، در استودیو عکاسی (سبک سینمایی و ادیتوریال)
